8,0.00081483,18.7263
64,0.00047415,257.451
512,0.0027381,356.657
4096,0.00575165,1358.31
32768,0.00934234,6689.97
262144,0.0531641,9404.84
2097152,0.374357,10685
16777216,3.67817,8699.97
134217728,39.6013,6464.44
1073741824,318.131,6437.6
0,0.00039891,0
0,0.00035546,0
0,0.00035837,0
0,0.00035698,0
0,0.00035571,0
0,0.00035936,0
0,0.00036001,0
0,0.00036235,0
0,0.00035614,0
0,0.00036144,0
0,0.00035886,0
0,0.00036056,0
0,0.0003624,0
0,0.00036288,0
0,0.00035883,0
0,0.00035418,0
0,0.00036209,0
0,0.00035588,0
0,0.00035697,0
0,0.00035835,0
0,0.00036068,0
0,0.00036725,0
0,0.00045614,0
0,0.0003592,0
0,0.00039364,0
0,0.00036235,0
0,0.000359,0
0,0.00036223,0
0,0.0003605,0
0,0.00035292,0
0,0.00035944,0
0,0.00035585,0
0,0.00036342,0
0,0.00035829,0
0,0.00036271,0
0,0.00035989,0
0,0.0003627,0
0,0.00036384,0
0,0.00035294,0
0,0.00039651,0
0,0.00035165,0
0,0.00036276,0
0,0.00035913,0
0,0.00035984,0
0,0.00036011,0
0,0.00035894,0
0,0.00036467,0
0,0.00035277,0
0,0.00036522,0
0,0.00035354,0
0,0.00036239,0
0,0.00035769,0
0,0.00036105,0
0,0.00036505,0
0,0.00036046,0
0,0.00036023,0
0,0.00035817,0
0,0.00036313,0
0,0.00035912,0
0,0.00035535,0
0,0.00036318,0
0,0.00035873,0
0,0.00036212,0
0,0.00035344,0
0,0.0003649,0
0,0.00035939,0
0,0.00036141,0
0,0.00035121,0
0,0.00035986,0
0,0.00037342,0
0,0.00036027,0
0,0.00036329,0
0,0.00035677,0
0,0.00035839,0
0,0.00035258,0
0,0.00035311,0
0,0.00036086,0
0,0.00036223,0
0,0.0003632,0
0,0.0003571,0
0,0.00035727,0
0,0.00035386,0
0,0.00035849,0
0,0.00035959,0
0,0.00035907,0
0,0.00036847,0
0,0.0003576,0
0,0.00036394,0
0,0.00035482,0
0,0.00036348,0
